symbol,name,industry,index_memberships
SBICARD,SBI Cards and Payment Services Limited,Financial Services,NIFTY500
SBIFUNDS,SBI Funds Management Limited,,
SBILIFE,SBI Life Insurance Company Limited,Financial Services,NIFTY50|NIFTY500
SBIN,State Bank of India,Financial Services,NIFTY50|NIFTY500
SCHAEFFLER,Schaeffler India Limited,Automobile and Auto Components,NIFTY500
SCHAND,S Chand And Company Limited,,
SCHNEIDER,Schneider Electric Infrastructure Limited,Capital Goods,NIFTY500
SCI,Shipping Corporation Of India Limited,Services,NIFTY500
SCILAL,Shipping Corporation of India Land and Assets Limited,,
SCODATUBES,Scoda Tubes Limited,,
SCPL,Sheetal Cool Products Limited,,
SDBL,Som Distilleries & Breweries Limited,,
SEAMECLTD,Seamec Limited,,
SECMARK,SecMark Consultancy Limited,,
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,,
SEDEMAC,SEDEMAC Mechatronics Limited,,
SEIL,Shanti Educational Initiatives Limited,,
SEJALLTD,Sejal Glass Limited,,
SELMC,SEL Manufacturing Company Limited,,
SENCO,Senco Gold Limited,,
SENORES,Senores Pharmaceuticals Limited,,
SEPC,SEPC Limited,,
SERVOTECH,Servotech Renewable Power System Limited,,
SESHAPAPER,Seshasayee Paper and Boards Limited,,
SETL,Standard Engineering Technology Limited,,
SFL,Sheela Foam Limited,,
SGFIN,SG Finserve Limited,,
SGIL,Synergy Green Industries Limited,,
SGL,STL Global Limited,,
SGMART,SG Mart Limited,,
SHADOWFAX,Shadowfax Technologies Limited,,
SHAH,Shah Metacorp Limited,,
SHAHALLOYS,Shah Alloys Limited,,
SHAILY,Shaily Engineering Plastics Limited,,
SHAKTIPUMP,Shakti Pumps (India) Limited,,
SHALBY,Shalby Limited,,
SHANKARA,Shankara Building Products Limited,,
SHANTI,Shanti Overseas (India) Limited,,
SHANTIGEAR,Shanthi Gears Limited,,
SHANTIGOLD,Shanti Gold International Limited,,
SHARDACROP,Sharda Cropchem Limited,,
SHARDAMOTR,Sharda Motor Industries Limited,,
SHAREINDIA,Share India Securities Limited,,
SHBAJRG,Shri Bajrang Alliance Limited,,
SHEKHAWATI,Shekhawati Industries Limited,,
SHILCTECH,Shilchar Technologies Limited,,
SHILPAMED,Shilpa Medicare Limited,,
SHINDL,Sharat Industries Limited,,
SHIVAMILLS,Shiva Mills Limited,,
SHIVATEX,Shiva Texyarn Limited,,
SHIVAUM,Shiv Aum Steels Limited,,
SHK,S H Kelkar and Company Limited,,
SHOPERSTOP,Shoppers Stop Limited,,
SHRADHA,Shradha Realty Limited,,
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,,
SHREECEM,SHREE CEMENT LIMITED,Construction Materials,NIFTY500
SHREEJISPG,Shreeji Shipping Global Limited,,
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,,
SHREERAMA,Shree Rama Multi-Tech Limited,,
SHREYANIND,Shreyans Industries Limited,,
SHRIKRISH,Shri Krishna Devcon Limited,,
SHRINGARMS,Shringar House of Mangalsutra Limited,,
SHRIPISTON,SPR Auto Technologies Limited,,
SHRIRAMFIN,Shriram Finance Limited,Financial Services,NIFTY50|NIFTY500
SHRIRAMPPS,Shriram Properties Limited,,
SHUKRAPHAR,Shukra Pharmaceuticals Limited,,
SHYAMMETL,Shyam Metalics and Energy Limited,Capital Goods,NIFTY500
SICAGEN,Sicagen India Limited,,
SIEMENS,Siemens Limited,Capital Goods,NIFTY500
SIGIND,Signet Industries Limited,,
SIGMA,Sigma Solve Limited,,
SIGNATURE,Signatureglobal (India) Limited,Realty,NIFTY500
SIGNPOST,Signpost India Limited,,
SIKA,Sika Interplant Systems Limited,,
SIL,Standard Industries Limited,,
SILGO,Silgo Retail Limited,,
SILINV,SIL Investments Limited,,
SILLYMONKS,Silly Monks Entertainment Limited,,
SILVERTUC,Silver Touch Technologies Limited,,
SIMPLEXINF,Simplex Infrastructures Limited,,
SINCLAIR,Sinclairs Hotels Limited,,
SINDHUTRAD,Sindhu Trade Links Limited,,
SINGERIND,Singer India Limited,,
SINTERCOM,Sintercom India Limited,,
SIRCA,Sirca Paints India Limited,,
SIS,SIS LIMITED,,
SIYSIL,Siyaram Silk Mills Limited,,
SJS,S.J.S. Enterprises Limited,,
SJVN,SJVN Limited,Power,NIFTY500
SKFINDIA,SKF India Limited,,
SKFINDUS,SKF India (Industrial) Limited,,
SKIPPER,Skipper Limited,,
SKMEGGPROD,SKM Egg Products Export (India) Limited,,
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,,
SMARTWORKS,Smartworks Coworking Spaces Limited,,
SMCGLOBAL,SMC Global Securities Limited,,
SMLMAH,SML Mahindra Limited,,
SMLT,Sarthak Metals Limited,,
SMSPHARMA,SMS Pharmaceuticals Limited,,
SNOWMAN,Snowman Logistics Limited,,
SOBHA,Sobha Limited,Realty,NIFTY500
SOFTTECH,Softtech Engineers Limited,,
SOLARA,Solara Active Pharma Sciences Limited,,
SOLARINDS,Solar Industries India Limited,Chemicals,NIFTY500
SOLARWORLD,Solarworld Energy Solutions Limited,,
SOLEX,Solex Energy Limited,,
SOMANYCERA,Somany Ceramics Limited,,
SOMATEX,Soma Textiles & Industries Limited,,
SOMICONVEY,Somi Conveyor Beltings Limited,,
SONACOMS,Sona BLW Precision Forgings Limited,Automobile and Auto Components,NIFTY500
SONAL,Sonal Mercantile Limited,,
SONAMLTD,SONAM LIMITED,,
SONATSOFTW,Sonata Software Limited,Information Technology,NIFTY500
SOTL,Savita Oil Technologies Limited,,
SOUTHBANK,The South Indian Bank Limited,,
SOUTHWEST,South West Pinnacle Exploration Limited,,
SPAL,S. P. Apparels Limited,,
SPANDANA,Spandana Sphoorty Financial Limited,,
SPARC,Sun Pharma Advanced Research Company Limited,,
SPCENET,Spacenet Enterprises India Limited,,
SPENCERS,Spencer's Retail Limited,,
SPIC,Southern Petrochemicals Industries Corporation  Limited,,
SPLIL,SPL Industries Limited,,
SPLPETRO,Supreme Petrochem Limited,Chemicals,NIFTY500
SPMLINFRA,SPML Infra Limited,,
SPORTKING,Sportking India Limited,,
SRD,Shankar Lal Rampal Dye-Chem Limited,,
SREEL,Sreeleathers Limited,,
SRF,SRF Limited,Chemicals,NIFTY500
SRGHFL,SRG Housing Finance Limited,,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,,
SRM,SRM Contractors Limited,,
SRTL,Shree Ram Twistex Limited,,
SSDL,Saraswati Saree Depot Limited,,
SSWL,Steel Strips Wheels Limited,,
STANLEY,Stanley Lifestyles Limited,,
STAR,Strides Pharma Science Limited,,
STARCEMENT,Star Cement Limited,,
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,NIFTY500
STARPAPER,Star Paper Mills Limited,,
STARTECK,Starteck Finance Limited,,
STCINDIA,The State Trading Corporation of India Limited,,
STEELCAS,Steelcast Limited,,
STEELCITY,Steel City Securities Limited,,
STEELXIND,STEEL EXCHANGE INDIA LIMITED,,
STEL,Stel Holdings Limited,,
STLNETWORK,STL Networks Limited,,
STOVEKRAFT,Stove Kraft Limited,,
STUDDS,Studds Accessories Limited,,
STYL,Seshaasai Technologies Limited,,
STYLAMIND,Stylam Industries Limited,,
STYLEBAAZA,Baazar Style Retail Limited,,
STYRENIX,Styrenix Performance Materials Limited,,
SUBROS,Subros Limited,,
SUDARCOLOR,Sudarshan Colorants India Limited,,
SUDARSCHEM,Sudarshan Chemical Industries Limited,,
SUDEEPPHRM,Sudeep Pharma Limited,,
SUKHJITS,Sukhjit Starch & Chemicals Limited,,
SULA,Sula Vineyards Limited,,
SUMEETINDS,Sumeet Industries Limited,,
SUMICHEM,Sumitomo Chemical India Limited,Chemicals,NIFTY500
SUMIT,Sumit Woods Limited,,
SUMMITSEC,Summit Securities Limited,,
SUNCLAY,Sundaram Clayton Limited,,
SUNDARAM,Sundaram Multi Pap Limited,,
SUNDARMFIN,Sundaram Finance Limited,Financial Services,NIFTY500
SUNDRMFAST,Sundram Fasteners Limited,,
SUNDROP,Sundrop Brands Limited,,
SUNFLAG,Sunflag Iron And Steel Company Limited,,
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,NIFTY50|NIFTY500
SUNTECK,Sunteck Realty Limited,,
SUNTV,Sun TV Network Limited,Media Entertainment & Publication,NIFTY500
SUPERHOUSE,Superhouse Limited,,
SUPRAJIT,Suprajit Engineering Limited,,
SUPREME,Supreme Holdings & Hospitality (India) Limited,,
SUPREMEIND,Supreme Industries Limited,Capital Goods,NIFTY500
SUPREMEINF,Supreme Infrastructure India Limited,,
SUPRIYA,Supriya Lifescience Limited,,
SURAJEST,Suraj Estate Developers Limited,,
SURAJLTD,Suraj Limited,,
SURAKSHA,Suraksha Diagnostic Limited,,
SURANASOL,Surana Solar Limited,,
SURANAT&P,Surana Telecom and Power Limited,,
SURYALA,Suryalata Spinning Mills Limited,,
SURYALAXMI,Suryalakshmi Cotton Mills Limited,,
SURYAROSNI,Surya Roshni Limited,,
SURYODAY,Suryoday Small Finance Bank Limited,,
SUVEN,Suven Life Sciences Limited,,
SUVIDHAA,Suvidhaa Infoserve Limited,,
SUYOG,Suyog Telematics Limited,,
SUZLON,Suzlon Energy Limited,Capital Goods,NIFTY500
SWANCORP,SWAN CORP LIMITED,Chemicals,NIFTY500
SWARAJ,Swaraj Suiting Limited,,
SWARAJENG,Swaraj Engines Limited,,
SWELECTES,Swelect Energy Systems Limited,,
SWIGGY,Swiggy Limited,Consumer Services,NIFTY500
SWSOLAR,Sterling and Wilson Renewable Energy Limited,,
SYMPHONY,Symphony Limited,,
SYNCOMF,Syncom Formulations (India) Limited,,
SYNGENE,Syngene International Limited,Healthcare,NIFTY500
SYRMA,Syrma SGS Technology Limited,Capital Goods,NIFTY500
TAALTECH,Taal Tech Limited,,
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,,
TAJGVK,Taj GVK Hotels & Resorts Limited,,
TAKE,TAKE Limited,,
TALBROAUTO,Talbros Automotive Components Limited,,
TANLA,Tanla Platforms Limited,,
TARACHAND,Tara Chand InfraLogistic Solutions Limited,,
TARAPUR,Tarapur Transformers Limited,,
TARC,TARC Limited,,
TARIL,Transformers And Rectifiers (India) Limited,Capital Goods,NIFTY500
TARMAT,Tarmat Limited,,
TARSONS,Tarsons Products Limited,,
TASTYBITE,Tasty Bite Eatables Limited,,
TATACAP,Tata Capital Limited,Financial Services,NIFTY500
TATACHEM,Tata Chemicals Limited,Chemicals,NIFTY500
TATACOMM,Tata Communications Limited,Telecommunication,NIFTY500
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Fast Moving Consumer Goods,NIFTY50|NIFTY500
TATAELXSI,Tata Elxsi Limited,Information Technology,NIFTY500
TATAINVEST,Tata Investment Corporation Limited,Financial Services,NIFTY500
TATAPOWER,Tata Power Company Limited,Power,NIFTY500
TATASTEEL,Tata Steel Limited,Metals & Mining,NIFTY50|NIFTY500
TATATECH,Tata Technologies Limited,Information Technology,NIFTY500
TATVA,Tatva Chintan Pharma Chem Limited,,
TBOTEK,TBO Tek Limited,Consumer Services,NIFTY500
TBZ,Tribhovandas Bhimji Zaveri Limited,,
TCC,TCC Concept Limited,,
TCI,Transport Corporation of India Limited,,
TCIEXP,TCI Express Limited,,
TCPLPACK,TCPL Packaging Limited,,
TCS,Tata Consultancy Services Limited,Information Technology,NIFTY50|NIFTY500
TDPOWERSYS,TD Power Systems Limited,,
TEAMGTY,Team India Guaranty Limited,,
TEAMLEASE,Teamlease Services Limited,,
TECHM,Tech Mahindra Limited,Information Technology,NIFTY50|NIFTY500
TECHNOCRAF,Technocraft Ventures Limited,,
TECHNOE,Techno Electric & Engineering Company Limited,Construction,NIFTY500
TECHNVISN,TechNVision Ventures Limited,,
TECILCHEM,TECIL Chemicals and Hydro Power Limited,,
TEGA,Tega Industries Limited,Capital Goods,NIFTY500
TEJASNET,Tejas Networks Limited,Telecommunication,NIFTY500
TEMBO,Tembo Global Industries Limited,,
TENNIND,Tenneco Clean Air India Limited,Automobile and Auto Components,NIFTY500
TERASOFT,Tera Software Limited,,
TEXINFRA,Texmaco Infrastructure & Holdings Limited,,
TEXMOPIPES,Texmo Pipes and Products Limited,,
TEXRAIL,Texmaco Rail & Engineering Limited,,
TFCILTD,Tourism Finance Corporation of India Limited,,
TFL,Transwarranty Finance Limited,,
TGBHOTELS,TGB Banquets And Hotels Limited,,
THAKDEV,Thakkers Developers Limited,,
THANGAMAYL,Thangamayil Jewellery Limited,,
THEINVEST,The Investment Trust Of India Limited,,
THEJO,Thejo Engineering Limited,,
THELEELA,Leela Palaces Hotels & Resorts Limited,Consumer Services,NIFTY500
THEMISMED,Themis Medicare Limited,,
THERMAX,Thermax Limited,Capital Goods,NIFTY500
THOMASCOOK,Thomas Cook  (India)  Limited,,
THOMASCOTT,Thomas Scott (India) Limited,,
THYROCARE,Thyrocare Technologies Limited,,
TI,Tilaknagar Industries Limited,,
TIIL,Technocraft Industries (India) Limited,,
TIINDIA,Tube Investments of India Limited,Automobile and Auto Components,NIFTY500
TIJARIA,Tijaria Polypipes Limited,,
TIMETECHNO,Time Technoplast Limited,,
TIMEX,Timex Group India Limited,,
TIMKEN,Timken India Limited,Capital Goods,NIFTY500
TINNARUBR,Tinna Rubber and Infrastructure Limited,,
TIPSFILMS,Tips Films Limited,,
TIPSMUSIC,Tips Music Limited,,
TIRUMALCHM,Thirumalai Chemicals Limited,,
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Capital Goods,NIFTY500
TITAN,Titan Company Limited,Consumer Durables,NIFTY50|NIFTY500
TMB,Tamilnad Mercantile Bank Limited,,
TMCV,Tata Motors Limited,Capital Goods,NIFTY500
TMPV,Tata Motors Passenger Vehicles Limited,Automobile and Auto Components,NIFTY50|NIFTY500
TNPETRO,Tamilnadu PetroProducts Limited,,
TNPL,Tamil Nadu Newsprint & Papers Limited,,
TNTELE,Tamilnadu Telecommunication Limited,,
TOKYOPLAST,Tokyo Plast International Limited,,
TOLINS,Tolins Tyres Limited,,
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,NIFTY500
TORNTPOWER,Torrent Power Limited,Power,NIFTY500
TOTAL,Total Transport Systems Limited,,
TOUCHWOOD,Touchwood Entertainment Limited,,
TPHQ,Teamo Productions HQ Limited,,
TPLPLASTEH,TPL Plastech Limited,,
TRACXN,Tracxn Technologies Limited,,
TRANSRAILL,Transrail Lighting Limited,,
TRAVELFOOD,Travel Food Services Limited,Consumer Services,NIFTY500
TREEHOUSE,Tree House Education & Accessories Limited,,
TREJHARA,TREJHARA SOLUTIONS LIMITED,,
TREL,Transindia Real Estate Limited,,
TRENT,Trent Limited,Consumer Services,NIFTY50|NIFTY500
TRF,TRF Limited,,
TRIDENT,Trident Limited,Textiles,NIFTY500
TRIGYN,Trigyn Technologies Limited,,
TRITURBINE,Triveni Turbine Limited,Capital Goods,NIFTY500
TRIVENI,Triveni Engineering & Industries Limited,,
TRU,TruCap Finance Limited,,
TRUALT,TruAlt Bioenergy Limited,,
TSFINV,TSF INVESTMENTS LIMITED,,
TTKHLTCARE,TTK Healthcare Limited,,
TTKPRESTIG,TTK Prestige Limited,,
TTL,T T Limited,,
TTML,Tata Teleservices (Maharashtra) Limited,Telecommunication,NIFTY500
TURTLEMINT,Turtlemint Fintech Solutions Limited,,
TVSELECT,TVS Electronics Limited,,
TVSHLTD,TVS Holdings Limited,,
TVSMOTOR,TVS Motor Company Limited,Automobile and Auto Components,NIFTY500
TVSSCS,TVS Supply Chain Solutions Limited,,
TVSSRICHAK,TVS Srichakra Limited,,
TVTODAY,TV Today Network Limited,,
UBL,United Breweries Limited,Fast Moving Consumer Goods,NIFTY500
UCAL,UCAL LIMITED,,
UCOBANK,UCO Bank,Financial Services,NIFTY500
UDS,Updater Services Limited,,
UEL,Ujaas Energy Limited,,
UFLEX,UFLEX Limited,,
UFO,UFO Moviez India Limited,,
UGARSUGAR,The Ugar Sugar Works Limited,,
UGROCAP,Ugro Capital Limited,,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,,
ULTRACEMCO,UltraTech Cement Limited,Construction Materials,NIFTY50|NIFTY500
ULTRAMAR,Ultramarine & Pigments Limited,,
UMESLTD,Usha Martin Education & Solutions Limited,,
UMIYA-MRO,UMIYA BUILDCON LIMITED,,
UNICHEMLAB,Unichem Laboratories Limited,,
UNIECOM,Unicommerce Esolutions Limited,,
UNIENTER,Uniphos Enterprises Limited,,
UNIINFO,Uniinfo Telecom Services Limited,,
UNIMECH,Unimech Aerospace and Manufacturing Limited,,
UNIONBANK,Union Bank of India,Financial Services,NIFTY500
UNIPARTS,Uniparts India Limited,,
UNITDSPR,United Spirits Limited,Fast Moving Consumer Goods,NIFTY500
UNITECH,Unitech Limited,,
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,,
UNIVCABLES,Universal Cables Limited,,
UNOMINDA,UNO Minda Limited,Automobile and Auto Components,NIFTY500
UPL,UPL Limited,Chemicals,NIFTY500
URBANCO,Urban Company Limited,Consumer Services,NIFTY500
URJA,Urja Global Limited,,
USHAMART,Usha Martin Limited,Capital Goods,NIFTY500
USK,Udayshivakumar Infra Limited,,
UTIAMC,UTI Asset Management Company Limited,Financial Services,NIFTY500
UTKARSHBNK,Utkarsh Small Finance Bank Limited,,
UTLSOLAR,Fujiyama Power Systems Limited,,
UTTAMSUGAR,Uttam Sugar Mills Limited,,
V2RETAIL,V2 Retail Limited,,
VADILALIND,Vadilal Industries Limited,,
VAIBHAVGBL,Vaibhav Global Limited,,
VAISHALI,Vaishali Pharma Limited,,
VAKRANGEE,Vakrangee Limited,,
VALIANTLAB,Valiant Laboratories Limited,,
VAML,Vedanta Aluminium Metal Limited,,
VARDMNPOLY,Vardhman Polytex Limited,,
VARROC,Varroc Engineering Limited,,
VASCONEQ,Vascon Engineers Limited,,
VASWANI,Vaswani Industries Limited,,
VBL,Varun Beverages Limited,Fast Moving Consumer Goods,NIFTY500
VCL,Vaxtex Cotfab Limited,,
VEDL,Vedanta Limited,Metals & Mining,NIFTY500
VEDPOWER,Vedanta Power Limited,,
VEEDOL,Veedol Corporation Limited,,
VENKEYS,Venky's (India) Limited,,
VENTIVE,Ventive Hospitality Limited,,
VENUSPIPES,Venus Pipes & Tubes Limited,,
VERANDA,Veranda Learning Solutions Limited,,
VESUVIUS,Vesuvius India Limited,,
VGL,VARVEE GLOBAL LIMITED,,
VGUARD,V-Guard Industries Limited,,
VHL,Vardhman Holdings Limited,,
VIDHIING,Vidhi Specialty Food Ingredients Limited,,
VIDYAWIRES,Vidya Wires Limited,,
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,NIFTY500
VIKASECO,Vikas EcoTech Limited,,
VIKASLIFE,Vikas Lifecare Limited,,
VIKRAMSOLR,Vikram Solar Limited,,
VIKRAN,Vikran Engineering Limited,,
VIMTALABS,Vimta Labs Limited,,
VINATIORGA,Vinati Organics Limited,,
VINCOFE,Vintage Coffee And Beverages Limited,,
VINDHYATEL,Vindhya Telelinks Limited,,
VINEETLAB,Vineet Laboratories Limited,,
VINNY,Vinny Overseas Limited,,
VINYLINDIA,Vinyl Chemicals (India) Limited,,
VIPIND,VIP Industries Limited,,
VIRINCHI,Virinchi Limited,,
VISAKAIND,Visaka Industries Limited,,
VISHNU,Vishnu Chemicals Limited,,
VISHWARAJ,Vishwaraj Sugar Industries Limited,,
VISL,Vedanta Iron and Steel Limited,,
VIVIDHA,Visagar Polytex Limited,,
VIYASH,Viyash Scientific Limited,,
VLSFINANCE,VLS Finance Limited,,
VMART,V-Mart Retail Limited,,
VMM,Vishal Mega Mart Limited,Consumer Services,NIFTY500
VMSTMT,VMS TMT Limited,,
VOEPL,Virtuoso Optoelectronics Limited,,
VOGL,Vedanta Oil and Gas Limited,,
VOLTAMP,Voltamp Transformers Limited,,
VOLTAS,Voltas Limited,Consumer Durables,NIFTY500
VPRPL,Vishnu Prakash R Punglia Limited,,
VRAJ,Vraj Iron and Steel Limited,,
VRLLOG,VRL Logistics Limited,,
VSSL,Vardhman Special Steels Limited,,
VSTIND,VST Industries Limited,,
VSTL,Vibhor Steel Tubes Limited,,
VSTTILLERS,V.S.T Tillers Tractors Limited,,
VTL,Vardhman Textiles Limited,Textiles,NIFTY500
WAAREEENER,Waaree Energies Limited,Capital Goods,NIFTY500
WAAREEINDO,Indosolar Limited,,
WAAREERTL,Waaree Renewable Technologies Limited,,
WABAG,VA Tech Wabag Limited,,
WAKEFIT,Wakefit Innovations Limited,,
WALCHANNAG,Walchandnagar Industries Limited,,
WANBURY,Wanbury Limited,,
WCIL,Western Carriers (India) Limited,,
WEALTH,Wealth First Portfolio Managers Limited,,
WEBELSOLAR,Websol Energy System Limited,,
WEIZMANIND,Weizmann Limited,,
WEL,Wonder Electricals Limited,,
WELCORP,Welspun Corp Limited,Capital Goods,NIFTY500
WELENT,Welspun Enterprises Limited,,
WELSPLSOL,Welspun Specialty Solutions Limited,,
WELSPUNLIV,Welspun Living Limited,Textiles,NIFTY500
WENDT,Wendt (India) Limited,,
WESTLIFE,WESTLIFE FOODWORLD LIMITED,,
WEWORK,WeWork India Management Limited,,
WHEELS,Wheels India Limited,,
WHIRLPOOL,Whirlpool of India Limited,Consumer Durables,NIFTY500
WILLAMAGOR,Williamson Magor & Company Limited,,
WINDLAS,Windlas Biotech Limited,,
WINDMACHIN,Windsor Machines Limited,,
WIPL,The Western India Plywoods Limited,,
WIPRO,Wipro Limited,Information Technology,NIFTY50|NIFTY500
WOCKPHARMA,Wockhardt Limited,Healthcare,NIFTY500
WONDERLA,Wonderla Holidays Limited,,
WORTHPERI,Worth Peripherals Limited,,
WPIL,WPIL Limited,,
WSI,W S Industries (I) Limited,,
WSTCSTPAPR,West Coast Paper Mills Limited,,
XCHANGING,Xchanging Solutions Limited,,
XELPMOC,Xelpmoc Design And Tech Limited,,
XPROINDIA,Xpro India Limited,,
XTGLOBAL,Xtglobal Infotech Limited,,
XTRANET,Xtranet Technologies Limited,,
YASHO,Yasho Industries Limited,,
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,,
YATRA,Yatra Online Limited,,
YESBANK,Yes Bank Limited,Financial Services,NIFTY500
YUKEN,Yuken India Limited,,
ZAGGLE,Zaggle Prepaid Ocean Services Limited,,
ZEEL,Zee Entertainment Enterprises Limited,Media Entertainment & Publication,NIFTY500
ZEEMEDIA,Zee Media Corporation Limited,,
ZENITHEXPO,Zenith Exports Limited,,
ZENITHSTL,Zenith Steel Pipes & Industries Limited,,
ZENSARTECH,Zensar Technologies Limited,Information Technology,NIFTY500
ZENTEC,Zen Technologies Limited,Capital Goods,NIFTY500
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Automobile and Auto Components,NIFTY500
ZFSTEERING,ZF Steering Gear (India) Limited,,
ZODIAC,Zodiac Energy Limited,,
ZODIACLOTH,Zodiac Clothing Company Limited,,
ZOTA,Zota Health Care LImited,,
ZSARACOM,Saraswati Commercial India Limited,,
ZUARI,Zuari Agro Chemicals Limited,,
ZUARIIND,ZUARI INDUSTRIES LIMITED,,
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,NIFTY500
ZYDUSWELL,Zydus Wellness Limited,Fast Moving Consumer Goods,NIFTY500
